اسم_الشركة,السنة,القطاع,فئة_SME,score,size_mean,size_median,size_std,gap_to_size_mean,rank_within_size_segment,count_in_size_segment,percentile_within_size_segment
الجيزة منسوجات ش.م.م,2025,الصناعة التحويلية,medium,5.91,5.9836,5.98,1.0808,-0.0736,337,626,46.25
الإسكندرية صلب محدودة,2025,الصناعة التحويلية,medium,5.89,5.9836,5.98,1.0808,-0.0936,342,626,45.53
الجيزة تجارة محدودة,2025,الصناعة التحويلية,medium,5.89,5.9836,5.98,1.0808,-0.0936,342,626,45.53
الدلتا منسوجات محدودة,2025,الصناعة التحويلية,medium,5.89,5.9836,5.98,1.0808,-0.0936,342,626,45.53
اللوتس بلاستيك ذ.م.م,2025,الصناعة التحويلية,medium,5.89,5.9836,5.98,1.0808,-0.0936,342,626,45.53
الجيزة صلب ش.م.م,2025,الصناعة التحويلية,medium,5.89,5.9836,5.98,1.0808,-0.0936,342,626,45.53
الإسكندرية بلاستيك محدودة,2025,الصناعة التحويلية,medium,5.88,5.9836,5.98,1.0808,-0.1036,345,626,45.05
القاهرة خدمات ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.87,5.9836,5.98,1.0808,-0.1136,346,626,44.81
اللوتس لوجستيات ذ.م.م,2025,الصناعة التحويلية,medium,5.87,5.9836,5.98,1.0808,-0.1136,346,626,44.81
القاهرة خدمات ذ.م.م,2025,الصناعة التحويلية,medium,5.86,5.9836,5.98,1.0808,-0.1236,349,626,44.41
الجيزة كيماويات محدودة,2025,الصناعة التحويلية,medium,5.86,5.9836,5.98,1.0808,-0.1236,349,626,44.41
اللوتس خدمات ذ.م.م,2025,الصناعة التحويلية,medium,5.86,5.9836,5.98,1.0808,-0.1236,349,626,44.41
النيل تجارة محدودة,2025,الصناعة التحويلية,medium,5.85,5.9836,5.98,1.0808,-0.1336,351,626,44.09
القاهرة تقنية ذ.م.م,2025,الصناعة التحويلية,medium,5.84,5.9836,5.98,1.0808,-0.1436,352,626,43.93
الجيزة بلاستيك محدودة,2025,الصناعة التحويلية,medium,5.83,5.9836,5.98,1.0808,-0.1536,353,626,43.69
سيناء أغذية محدودة,2025,الصناعة التحويلية,medium,5.83,5.9836,5.98,1.0808,-0.1536,353,626,43.69
الأهرام كيماويات ش.م.م,2025,الصناعة التحويلية,medium,5.82,5.9836,5.98,1.0808,-0.1636,356,626,43.29
النيل لوجستيات ش.م.م,2025,الصناعة التحويلية,medium,5.82,5.9836,5.98,1.0808,-0.1636,356,626,43.29
النيل لوجستيات ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.82,5.9836,5.98,1.0808,-0.1636,356,626,43.29
الدلتا أغذية محدودة,2025,الصناعة التحويلية,medium,5.8,5.9836,5.98,1.0808,-0.1836,358,626,42.97
الجيزة كيماويات ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.79,5.9836,5.98,1.0808,-0.1936,359,626,42.81
الجيزة خدمات ذ.م.م,2025,الصناعة التحويلية,medium,5.78,5.9836,5.98,1.0808,-0.2036,360,626,42.57
اللوتس خدمات ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.78,5.9836,5.98,1.0808,-0.2036,360,626,42.57
الجيزة بلاستيك محدودة,2025,الصناعة التحويلية,medium,5.77,5.9836,5.98,1.0808,-0.2136,364,626,42.01
اللوتس زراعة ذ.م.م,2025,الصناعة التحويلية,medium,5.77,5.9836,5.98,1.0808,-0.2136,364,626,42.01
اللوتس زراعة ش.م.م,2025,الصناعة التحويلية,medium,5.77,5.9836,5.98,1.0808,-0.2136,364,626,42.01
النيل منسوجات ش.م.م,2025,الصناعة التحويلية,medium,5.77,5.9836,5.98,1.0808,-0.2136,364,626,42.01
الأهرام أغذية ش.م.م,2025,الصناعة التحويلية,medium,5.77,5.9836,5.98,1.0808,-0.2136,364,626,42.01
النيل أغذية ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.76,5.9836,5.98,1.0808,-0.2236,367,626,41.53
الأهرام تقنية ذ.م.م,2025,الصناعة التحويلية,medium,5.75,5.9836,5.98,1.0808,-0.2336,370,626,41.05
الدلتا صلب ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.75,5.9836,5.98,1.0808,-0.2336,370,626,41.05
القاهرة زراعة محدودة,2025,الصناعة التحويلية,medium,5.75,5.9836,5.98,1.0808,-0.2336,370,626,41.05
سيناء تقنية ذ.م.م,2025,الصناعة التحويلية,medium,5.75,5.9836,5.98,1.0808,-0.2336,370,626,41.05
سيناء منسوجات ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.75,5.9836,5.98,1.0808,-0.2336,370,626,41.05
اللوتس أغذية ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.74,5.9836,5.98,1.0808,-0.2436,373,626,40.5
اللوتس لوجستيات ش.م.م,2025,الصناعة التحويلية,medium,5.74,5.9836,5.98,1.0808,-0.2436,373,626,40.5
الأهرام منسوجات ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.73,5.9836,5.98,1.0808,-0.2536,376,626,40.1
مصر بلاستيك ذ.م.م,2025,الصناعة التحويلية,medium,5.73,5.9836,5.98,1.0808,-0.2536,376,626,40.1
سيناء صلب ذ.م.م,2025,الصناعة التحويلية,medium,5.73,5.9836,5.98,1.0808,-0.2536,376,626,40.1
مصر بلاستيك ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.72,5.9836,5.98,1.0808,-0.2636,378,626,39.7
القاهرة أغذية ش.م.م,2025,الصناعة التحويلية,medium,5.72,5.9836,5.98,1.0808,-0.2636,378,626,39.7
اللوتس منسوجات ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.71,5.9836,5.98,1.0808,-0.2736,380,626,39.38
حورس بلاستيك ش.م.م,2025,الصناعة التحويلية,medium,5.71,5.9836,5.98,1.0808,-0.2736,380,626,39.38
سيناء أغذية محدودة,2025,الصناعة التحويلية,medium,5.7,5.9836,5.98,1.0808,-0.2836,382,626,39.06
الإسكندرية لوجستيات ش.م.م,2025,الصناعة التحويلية,medium,5.7,5.9836,5.98,1.0808,-0.2836,382,626,39.06
القاهرة أغذية محدودة,2025,الصناعة التحويلية,medium,5.69,5.9836,5.98,1.0808,-0.2936,386,626,38.5
الدلتا كيماويات ش.م.م,2025,الصناعة التحويلية,medium,5.69,5.9836,5.98,1.0808,-0.2936,386,626,38.5
الأهرام تجارة محدودة,2025,الصناعة التحويلية,medium,5.69,5.9836,5.98,1.0808,-0.2936,386,626,38.5
الإسكندرية زراعة ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.69,5.9836,5.98,1.0808,-0.2936,386,626,38.5
الأهرام بلاستيك ش.م.م,2025,الصناعة التحويلية,medium,5.69,5.9836,5.98,1.0808,-0.2936,386,626,38.5
الإسكندرية لوجستيات ش.م.م,2025,الصناعة التحويلية,medium,5.68,5.9836,5.98,1.0808,-0.3036,389,626,37.94
الأهرام أغذية ش.م.م,2025,الصناعة التحويلية,medium,5.68,5.9836,5.98,1.0808,-0.3036,389,626,37.94
سيناء منسوجات ش.م.م,2025,الصناعة التحويلية,medium,5.65,5.9836,5.98,1.0808,-0.3336,391,626,37.62
الإسكندرية بلاستيك ش.م.م,2025,الصناعة التحويلية,medium,5.65,5.9836,5.98,1.0808,-0.3336,391,626,37.62
اللوتس كيماويات ش.م.م,2025,الصناعة التحويلية,medium,5.63,5.9836,5.98,1.0808,-0.3536,394,626,37.14
مصر صلب محدودة,2025,الصناعة التحويلية,medium,5.63,5.9836,5.98,1.0808,-0.3536,394,626,37.14
حورس زراعة ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.63,5.9836,5.98,1.0808,-0.3536,394,626,37.14
سيناء تجارة ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.63,5.9836,5.98,1.0808,-0.3536,394,626,37.14
حورس زراعة محدودة,2025,الصناعة التحويلية,medium,5.62,5.9836,5.98,1.0808,-0.3636,399,626,36.42
الجيزة منسوجات محدودة,2025,الصناعة التحويلية,medium,5.62,5.9836,5.98,1.0808,-0.3636,399,626,36.42
اللوتس بلاستيك ذ.م.م,2025,الصناعة التحويلية,medium,5.62,5.9836,5.98,1.0808,-0.3636,399,626,36.42
الأهرام كيماويات ذ.م.م,2025,الصناعة التحويلية,medium,5.62,5.9836,5.98,1.0808,-0.3636,399,626,36.42
حورس كيماويات ش.م.م,2025,الصناعة التحويلية,medium,5.62,5.9836,5.98,1.0808,-0.3636,399,626,36.42
الإسكندرية كيماويات محدودة,2025,الصناعة التحويلية,medium,5.61,5.9836,5.98,1.0808,-0.3736,403,626,35.78
حورس بلاستيك ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.61,5.9836,5.98,1.0808,-0.3736,403,626,35.78
مصر صلب ذ.م.م,2025,الصناعة التحويلية,medium,5.61,5.9836,5.98,1.0808,-0.3736,403,626,35.78
الدلتا تجارة ش.م.م,2025,الصناعة التحويلية,medium,5.6,5.9836,5.98,1.0808,-0.3836,405,626,35.46
النيل تجارة ذ.م.م,2025,الصناعة التحويلية,medium,5.59,5.9836,5.98,1.0808,-0.3936,407,626,35.14
اللوتس تجارة ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.59,5.9836,5.98,1.0808,-0.3936,407,626,35.14
النيل أغذية محدودة,2025,الصناعة التحويلية,medium,5.59,5.9836,5.98,1.0808,-0.3936,407,626,35.14
مصر لوجستيات ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.58,5.9836,5.98,1.0808,-0.4036,409,626,34.82
سيناء بلاستيك ش.م.م,2025,الصناعة التحويلية,medium,5.57,5.9836,5.98,1.0808,-0.4136,412,626,34.35
الدلتا تقنية ش.م.م,2025,الصناعة التحويلية,medium,5.57,5.9836,5.98,1.0808,-0.4136,412,626,34.35
القاهرة خدمات ذ.م.م,2025,الصناعة التحويلية,medium,5.57,5.9836,5.98,1.0808,-0.4136,412,626,34.35
الأهرام كيماويات محدودة,2025,الصناعة التحويلية,medium,5.57,5.9836,5.98,1.0808,-0.4136,412,626,34.35
اللوتس بلاستيك ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.57,5.9836,5.98,1.0808,-0.4136,412,626,34.35
حورس تقنية ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.56,5.9836,5.98,1.0808,-0.4236,415,626,33.79
الجيزة لوجستيات محدودة,2025,الصناعة التحويلية,medium,5.56,5.9836,5.98,1.0808,-0.4236,415,626,33.79
القاهرة منسوجات محدودة,2025,الصناعة التحويلية,medium,5.55,5.9836,5.98,1.0808,-0.4336,417,626,33.55
النيل بلاستيك ش.م.م,2025,الصناعة التحويلية,medium,5.54,5.9836,5.98,1.0808,-0.4436,418,626,33.39
مصر بلاستيك محدودة,2025,الصناعة التحويلية,medium,5.53,5.9836,5.98,1.0808,-0.4536,419,626,33.23
الأهرام كيماويات محدودة,2025,الصناعة التحويلية,medium,5.52,5.9836,5.98,1.0808,-0.4636,420,626,33.07
سيناء صلب محدودة,2025,الصناعة التحويلية,medium,5.51,5.9836,5.98,1.0808,-0.4736,422,626,32.75
اللوتس تقنية ذ.م.م,2025,الصناعة التحويلية,medium,5.51,5.9836,5.98,1.0808,-0.4736,422,626,32.75
الدلتا صلب ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.51,5.9836,5.98,1.0808,-0.4736,422,626,32.75
مصر بلاستيك ش.م.م,2025,الصناعة التحويلية,medium,5.5,5.9836,5.98,1.0808,-0.4836,425,626,32.27
الجيزة صلب ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.5,5.9836,5.98,1.0808,-0.4836,425,626,32.27
سيناء أغذية ش.م.م,2025,الصناعة التحويلية,medium,5.5,5.9836,5.98,1.0808,-0.4836,425,626,32.27
الإسكندرية صلب ذ.م.م,2025,الصناعة التحويلية,medium,5.49,5.9836,5.98,1.0808,-0.4936,427,626,31.95
الدلتا تجارة ذ.م.م,2025,الصناعة التحويلية,medium,5.48,5.9836,5.98,1.0808,-0.5036,428,626,31.79
الجيزة منسوجات ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.47,5.9836,5.98,1.0808,-0.5136,431,626,31.31
الأهرام تجارة ش.م.م,2025,الصناعة التحويلية,medium,5.47,5.9836,5.98,1.0808,-0.5136,431,626,31.31
الجيزة زراعة محدودة,2025,الصناعة التحويلية,medium,5.47,5.9836,5.98,1.0808,-0.5136,431,626,31.31
الدلتا بلاستيك ذ.م.م,2025,الصناعة التحويلية,medium,5.47,5.9836,5.98,1.0808,-0.5136,431,626,31.31
الإسكندرية خدمات محدودة,2025,الصناعة التحويلية,medium,5.47,5.9836,5.98,1.0808,-0.5136,431,626,31.31
الجيزة بلاستيك ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.46,5.9836,5.98,1.0808,-0.5236,435,626,30.67
الجيزة بلاستيك ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.46,5.9836,5.98,1.0808,-0.5236,435,626,30.67
الدلتا تجارة ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.46,5.9836,5.98,1.0808,-0.5236,435,626,30.67
مصر كيماويات ش.م.م,2025,الصناعة التحويلية,medium,5.45,5.9836,5.98,1.0808,-0.5336,437,626,30.35
حورس تجارة ذ.م.م,2025,الصناعة التحويلية,medium,5.44,5.9836,5.98,1.0808,-0.5436,439,626,29.95
القاهرة خدمات ذ.م.م,2025,الصناعة التحويلية,medium,5.44,5.9836,5.98,1.0808,-0.5436,439,626,29.95
اللوتس منسوجات ش.م.م,2025,الصناعة التحويلية,medium,5.44,5.9836,5.98,1.0808,-0.5436,439,626,29.95
الأهرام منسوجات ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.44,5.9836,5.98,1.0808,-0.5436,439,626,29.95
سيناء أغذية ذ.م.م,2025,الصناعة التحويلية,medium,5.43,5.9836,5.98,1.0808,-0.5536,444,626,29.15
سيناء زراعة ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.43,5.9836,5.98,1.0808,-0.5536,444,626,29.15
اللوتس كيماويات ش.م.م,2025,الصناعة التحويلية,medium,5.43,5.9836,5.98,1.0808,-0.5536,444,626,29.15
اللوتس أغذية ش.م.م,2025,الصناعة التحويلية,medium,5.43,5.9836,5.98,1.0808,-0.5536,444,626,29.15
الإسكندرية صلب محدودة,2025,الصناعة التحويلية,medium,5.43,5.9836,5.98,1.0808,-0.5536,444,626,29.15
حورس لوجستيات ذ.م.م,2025,الصناعة التحويلية,medium,5.43,5.9836,5.98,1.0808,-0.5536,444,626,29.15
الدلتا بلاستيك ذ.م.م,2025,الصناعة التحويلية,medium,5.42,5.9836,5.98,1.0808,-0.5636,449,626,28.35
حورس زراعة ذ.م.م,2025,الصناعة التحويلية,medium,5.42,5.9836,5.98,1.0808,-0.5636,449,626,28.35
الدلتا كيماويات ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.42,5.9836,5.98,1.0808,-0.5636,449,626,28.35
الجيزة كيماويات ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.42,5.9836,5.98,1.0808,-0.5636,449,626,28.35
مصر لوجستيات محدودة,2025,الصناعة التحويلية,medium,5.41,5.9836,5.98,1.0808,-0.5736,452,626,27.96
النيل منسوجات محدودة,2025,الصناعة التحويلية,medium,5.4,5.9836,5.98,1.0808,-0.5836,453,626,27.72
النيل منسوجات محدودة,2025,الصناعة التحويلية,medium,5.4,5.9836,5.98,1.0808,-0.5836,453,626,27.72
النيل تجارة ذ.م.م,2025,الصناعة التحويلية,medium,5.39,5.9836,5.98,1.0808,-0.5936,456,626,27.32
الدلتا تجارة ذ.م.م,2025,الصناعة التحويلية,medium,5.39,5.9836,5.98,1.0808,-0.5936,456,626,27.32
مصر خدمات ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.39,5.9836,5.98,1.0808,-0.5936,456,626,27.32
سيناء منسوجات ذ.م.م,2025,الصناعة التحويلية,medium,5.38,5.9836,5.98,1.0808,-0.6036,458,626,27.0
الأهرام خدمات ش.م.م,2025,الصناعة التحويلية,medium,5.36,5.9836,5.98,1.0808,-0.6236,459,626,26.84
اللوتس تقنية ذ.م.م,2025,الصناعة التحويلية,medium,5.34,5.9836,5.98,1.0808,-0.6436,460,626,26.6
سيناء خدمات ذ.م.م,2025,الصناعة التحويلية,medium,5.34,5.9836,5.98,1.0808,-0.6436,460,626,26.6
الإسكندرية صلب ش.م.م,2025,الصناعة التحويلية,medium,5.33,5.9836,5.98,1.0808,-0.6536,463,626,26.12
الإسكندرية زراعة ذ.م.م,2025,الصناعة التحويلية,medium,5.33,5.9836,5.98,1.0808,-0.6536,463,626,26.12
مصر كيماويات ش.م.م,2025,الصناعة التحويلية,medium,5.33,5.9836,5.98,1.0808,-0.6536,463,626,26.12
مصر بلاستيك ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.33,5.9836,5.98,1.0808,-0.6536,463,626,26.12
اللوتس تجارة ش.م.م,2025,الصناعة التحويلية,medium,5.32,5.9836,5.98,1.0808,-0.6636,466,626,25.64
الأهرام تقنية ذ.م.م,2025,الصناعة التحويلية,medium,5.32,5.9836,5.98,1.0808,-0.6636,466,626,25.64
حورس بلاستيك محدودة,2025,الصناعة التحويلية,medium,5.31,5.9836,5.98,1.0808,-0.6736,468,626,25.4
سيناء كيماويات ذ.م.م,2025,الصناعة التحويلية,medium,5.3,5.9836,5.98,1.0808,-0.6836,469,626,25.24
الأهرام تجارة ذ.م.م,2025,الصناعة التحويلية,medium,5.28,5.9836,5.98,1.0808,-0.7036,471,626,24.92
حورس خدمات ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.28,5.9836,5.98,1.0808,-0.7036,471,626,24.92
اللوتس أغذية محدودة,2025,الصناعة التحويلية,medium,5.28,5.9836,5.98,1.0808,-0.7036,471,626,24.92
الإسكندرية خدمات ذ.م.م,2025,الصناعة التحويلية,medium,5.27,5.9836,5.98,1.0808,-0.7136,474,626,24.36
سيناء منسوجات محدودة,2025,الصناعة التحويلية,medium,5.27,5.9836,5.98,1.0808,-0.7136,474,626,24.36
اللوتس خدمات ش.م.م,2025,الصناعة التحويلية,medium,5.27,5.9836,5.98,1.0808,-0.7136,474,626,24.36
الأهرام تقنية ش.م.م,2025,الصناعة التحويلية,medium,5.27,5.9836,5.98,1.0808,-0.7136,474,626,24.36
سيناء صلب ش.ذ.م.م,2025,الصناعة التحويلية,medium,5.26,5.9836,5.98,1.0808,-0.7236,478,626,23.72
